ID,FAMILY,PAIR,SNPED,SexAN,Gen,Sire,Dam,NURSE,HSfamily,xfostpair,reciprocal,LSB,LSW,SEXR,COLOR$,DOB,SACDATE,DEAD,COHORT,FATPAD,WEIGHTN,TAIL,HEART,KIDNEY,SPLEEN,LIVER,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,WEEK7,WEEK8,WEEK9,WEEK10,grow12,grow23,grow13,grow16,grow310,grow610,grow14,grow410
950,63,24,Y,F,F3,218,282,272,n,y,,5,4,1,white,35167,35305,19.7142857143,1,-0.1145971896,26.5908781213,82.884112292,0.1599476399,0.2416853111,0.0627811151,1.4961435055,5.1063949697,7.4635649872,11.7774401079,11.0096383134,18.6529858966,22.6393169107,22.6583584219,22.4344020768,22.0648266893,21.7859484489,2.3571700175,4.3138751208,6.6710451382,17.532921941,10.008508341,-0.8533684618,5.9032433437,10.7763101355
951,63,24,Y,M,F3,218,282,272,n,y,,5,4,1,white,35167,35297,18.5714285714,1,0.4799424599,36.3133982317,87.7830145943,0.1390561077,0.2754127889,0.0796700546,2.6874378192,5.068202861,6.934047285,11.4607470667,18.5840109122,23.1222942484,25.8163805134,28.0899598066,29.7956346258,30.0737497931,31.5320421664,1.865844424,4.5266997818,6.3925442058,20.7481776524,20.0712950997,5.7156616531,13.5158080512,12.9480312543
952,63,24,Y,M,F3,218,282,282,n,y,,5,5,3,tan,35167,35268,14.4285714286,1,0.5945468733,27.1385981399,89.5385443679,0.125809281,0.1807990472,0.0723560346,1.4980913308,4.2773100051,7.6180948001,10.0467841535,16.2321494866,19.777540142,21.1744848568,21.5850882815,22.405745193,23.0087210911,23.4509245067,3.3407847949,2.4286893535,5.7694741484,16.8971748516,13.4041403532,2.27643965,11.9548394815,7.2187750201
953,63,24,Y,F,F3,218,282,282,n,y,,5,5,3,black,35167,35268,14.4285714286,1,0.6185719052,29.2875179223,86.6452597698,0.1902022436,0.2844109566,0.076913119,1.6129303482,4.2077251138,7.8886125023,10.9394771947,15.1787768878,20.8482317903,22.7294212541,23.4814868969,23.4505126439,24.1747979874,24.4778307892,3.6808873884,3.0508646925,6.7317520809,18.5216961403,13.5383535945,1.7484095351,10.971051774,9.2990539014
954,63,24,Y,F,F3,218,282,282,n,y,,5,5,3,white,35167,35268,14.4285714286,1,0.4285719052,28.4275179223,85.2852597698,0.1102022436,0.2244109566,0.066913119,1.6629303482,4.6255031138,8.1506125023,11.3304771947,16.2827768878,21.4012317903,23.9534212541,21.7044868969,21.0865126439,22.9417979874,22.2238307892,3.5251093884,3.1798646925,6.7049740809,19.3279181403,10.8933535945,-1.7295904649,11.657273774,5.9410539014
1019,64,27,Y,M,F3,220,267,256,n,y,,7,9,6,tan,35167,35265,14,1,1.0051764018,30.1687245232,81.2226331125,0.1519546024,0.2274427646,0.1032720222,1.8220954514,3.0276197354,6.1203362668,8.989906966,13.3006058618,16.9161026204,16.9653030793,18.304571702,18.7605741069,20.1819009048,21.8313021241,3.0927165314,2.8695706993,5.9622872307,13.9376833439,12.8413951581,4.8659990448,10.2729861264,8.5306962624
1020,64,27,Y,M,F3,220,267,256,n,y,,7,9,6,tan,35167,35265,14,1,1.2651764018,34.0887245232,84.0626331125,0.1719546024,0.2824427646,0.0932720222,2.0920954514,2.5487317354,6.0783362668,8.643906966,13.6446058618,17.4481026204,19.0853030793,20.990571702,22.1755741069,24.4889009048,25.9683021241,3.5296045314,2.5655706993,6.0951752307,16.5365713439,17.3243951581,6.8829990448,11.0958741264,12.3236962624
1021,64,27,Y,F,F3,220,267,256,n,y,,7,9,6,tan,35167,35265,14,1,0.7892014338,31.7876443056,85.2393485144,0.156347565,0.3010546739,0.0878291066,1.9569344688,3.2124798441,6.914853969,9.8986000072,16.087233263,20.0487942686,22.0312394767,23.5109703173,23.7293415579,27.177977801,26.5282084066,3.7023741249,2.9837460383,6.6861201631,18.8187596326,16.6296083993,4.4969689299,12.8747534189,10.4409751436
1028,64,27,Y,M,F3,220,267,267,n,y,,7,7,5,tan,35167,35270,14.7142857143,1,1.1965594071,33.3528684358,93.9327601147,0.1520639667,0.2830330662,0.1102483121,2.0203086193,3.1212230211,6.1534686038,8.443376425,13.6004796497,16.8966682381,18.6887422858,21.2909305701,23.0471019531,24.4704354543,25.6886484955,3.0322455827,2.2899078212,5.3221534039,15.5675192648,17.2452720705,6.9999062097,10.4792566287,12.0881688458
1032,64,27,Y,F,F3,220,267,267,n,y,,7,7,5,tan,35167,35310,20.4285714286,1,0.527761032,31.6545887546,87.2113869957,0.1389497769,0.2999480398,0.1175752768,1.9644809816,3.6571931298,6.989986306,10.9260694662,16.093107051,20.3653598863,21.3466786832,22.5593291854,23.5528694041,27.0055123506,27.878554778,3.3327931762,3.9360831602,7.2688763364,17.6894855534,16.9524853118,6.5318760948,12.4359139212,11.785447727
1033,64,27,Y,M,F3,220,267,267,n,y,,7,7,5,tan,35167,35307,20,1,0.6169477556,30.777458932,98.6930282328,0.1458698507,0.2840884007,0.0835604514,1.8744419634,3.3323330211,6.4664686038,9.986376425,16.7214796497,20.4216682381,23.5127422858,24.6689305701,26.0031019531,27.3634354543,28.9636484955,3.1341355827,3.5199078212,6.6540434039,20.1804092648,18.9772720705,5.4509062097,13.3891466287,12.2421688458
1034,64,27,Y,M,F3,220,267,267,n,y,,7,7,5,tan,35167,35270,14.7142857143,1,1.3265594071,35.9828684358,94.5727601147,0.1720639667,0.2730330662,0.1402483121,1.9503086193,3.3445560211,6.5054686038,10.431376425,16.9134796497,19.9886682381,21.9227422858,24.1839305701,25.8701019531,27.0234354543,28.1286484955,3.1609125827,3.9259078212,7.0868204039,18.5781862648,17.6972720705,6.2059062097,13.5689236287,11.2151688458
1482,65,82,Y,M,F3,222,97,213,y,y,,8,6,4,black,35209,35314,15,2,0.6716467101,35.4810676873,97.0994603067,0.1629780378,0.298513171,0.0964226941,2.0114823871,3.7310525781,7.0430693864,11.2929623733,18.4024258968,23.6218365467,25.5886374148,28.4535710212,30.2058093231,31.3186809979,32.2117783085,3.3120168083,4.2498929868,7.5619097952,21.8575848366,20.9188159352,6.6231408937,14.6713733187,13.8093524117
1483,65,82,Y,M,F3,222,97,213,y,y,,8,6,4,black,35209,35314,15,2,0.2816467101,30.3110676873,82.2894603067,0.1129780378,0.253513171,0.0964226941,1.9414823871,3.7470525781,6.3450693864,10.4699623733,17.6814258968,20.9848365467,21.4176374148,21.1825710212,23.4438093231,23.9746809979,25.5027783085,2.5980168083,4.1248929868,6.7229097952,17.6705848366,15.0328159352,4.0851408937,13.9343733187,7.8213524117
1484,65,82,Y,F,F3,222,97,213,y,y,,8,6,4,black,35209,35314,15,2,0.7056717421,32.7899874697,85.5261757086,0.1273710004,0.2721250803,0.0909797785,1.9163214045,3.5014676868,6.5515870886,6.6466554145,14.099053298,20.104528195,21.4165738121,22.6039696366,26.164576774,26.4507578942,26.2856845909,3.0501194018,0.0950683258,3.1451877276,17.9151061253,19.6390291765,4.8691107788,10.5975856112,12.1866312929
1497,65,82,Y,F,F3,222,97,97,y,y,,8,8,7,black,35209,35363,22,2,-0.2488231762,25.2015889211,86.9167556887,,0.2453437023,0.0440527221,1.663848254,2.7036749297,5.9929752703,8.778153098,15.4758262958,20.3888227915,22.0866692374,23.4070603357,24.1117674179,26.7467538827,26.7947347694,3.2893003407,2.7851778276,6.0744781683,19.3829943077,18.0165816715,4.708065532,12.7721513662,11.3189084736
1498,65,82,Y,M,F3,222,97,97,y,y,,8,8,7,black,35209,35314,15,2,0.4796104655,28.6352384816,77.3231987249,0.1622644638,0.2816855393,0.0683525343,1.7640758891,2.669259821,6.2264575681,8.9394600568,14.2951988946,18.9191311433,20.2807328401,21.9856617203,23.791999967,24.2976769865,24.389828487,3.5571977472,2.7130024886,6.2702002358,17.6114730191,15.4503684302,4.1090956469,11.6259390737,10.0946295923
1499,65,82,Y,M,F3,222,97,97,y,y,,8,8,7,black,35209,35314,15,2,0.5496104655,35.7052384816,88.5031987249,0.1522644638,0.3116855393,0.1083525343,2.1840758891,2.896259821,5.7474575681,7.7654600568,13.1021988946,19.4201311433,23.3527328401,26.7196617203,28.948999967,30.0096769865,30.560828487,2.8511977472,2.0180024886,4.8692002358,20.4564730191,22.7953684302,7.2080956469,10.2059390737,17.4586295923
1500,65,82,N,M,F3,222,97,97,y,y,,8,8,7,black,35209,35314,15,2,0.5396104655,30.1952384816,86.6131987249,0.1522644638,0.2516855393,0.0883525343,1.8540758891,2.602259821,5.6014575681,8.0474600568,11.7241988946,17.2351311433,19.0057328401,21.3206617203,23.299999967,23.6836769865,24.734828487,2.9991977472,2.4460024886,5.4452002358,16.4034730191,16.6873684302,5.7290956469,9.1219390737,13.0106295923
1501,65,82,Y,M,F3,222,97,97,y,y,,8,8,7,black,35209,35368,22.7142857143,2,-0.5882011341,20.7330192058,84.3527792216,0.088629808,0.242144676,0.0585918728,1.1776759047,2.194259821,4.9874575681,7.5264600568,12.3421988946,17.6351311433,19.5337328401,20.8446617203,22.251999967,23.3816769865,22.396828487,2.7931977472,2.5390024886,5.3322002358,17.3394730191,14.8703684302,2.8630956469,10.1479390737,10.0546295923
929,66,23,Y,M,F3,222,273,273,y,y,,8,8,5,black,35167,35270,14.7142857143,1,0.9253023092,31.3154483261,96.9618742234,0.1394455302,0.2579351966,0.0672883639,1.8429500584,4.2995929686,7.0867391012,9.2026933292,15.5168530494,19.9549578552,22.6893969515,24.0661754391,24.1411386623,26.0032957207,27.0371355354,2.7871461326,2.115954228,4.9031003607,18.389803983,17.8344422062,4.3477385839,11.2172600809,11.520282486
930,66,23,Y,F,F3,222,273,273,y,y,,8,8,5,black,35167,35268,14.4285714286,1,1.4014685115,35.3422280817,94.2074940514,0.1747138504,0.2683819527,0.0722069543,1.6743224086,4.3877860773,7.4042568034,11.2313863704,19.3634804506,24.2436495034,24.8603333489,27.6355740544,28.1009061133,29.8543726169,30.4560418179,3.0164707261,3.827129567,6.8436002932,20.4725472716,19.2246554475,5.595708469,14.9756943734,11.0925613673
933,66,23,Y,M,F3,222,273,273,y,y,,8,8,5,black,35167,35270,14.7142857143,1,1.1653023092,35.1754483261,96.9118742234,0.1494455302,0.2479351966,0.0972883639,1.8329500584,4.4951479686,7.2507391012,10.8926933292,17.4958530494,21.4489578552,24.2903969515,26.8551754391,27.4381386623,29.1672957207,30.5701355354,2.7555911326,3.641954228,6.3975453607,19.795248983,19.6774422062,6.2797385839,13.0007050809,13.074282486
934,66,23,Y,F,F3,222,273,273,y,y,,8,8,5,black,35167,35268,14.4285714286,1,1.0014685115,44.2422280817,92.5074940514,0.1547138504,0.3283819527,0.1022069543,1.9343224086,4.4288960773,6.9492568034,10.7853863704,17.8614804506,22.1996495034,24.6073333489,25.4085740544,26.2179061133,28.4203726169,28.3930418179,2.5203607261,3.836129567,6.3564902932,20.1784372716,17.6076554475,3.785708469,13.4325843734,10.5315613673
935,66,23,Y,F,F3,222,273,270,y,y,,8,10,4,black,35167,35269,14.5714285714,1,1.0807524624,33.8776996709,87.5951353206,0.1451994971,0.2500111142,0.0848527538,1.8123705078,4.1220075017,7.2419428665,10.3000429672,16.8648779489,20.8742846979,22.237125664,23.6275854897,24.9243695555,25.9529138708,27.5472650872,3.1199353648,3.0581001007,6.1780354654,18.1151181622,17.24722212,5.3101394232,12.7428704471,10.6823871384
936,66,23,Y,M,F3,222,273,273,y,y,,8,8,5,black,35167,35303,19.4285714286,1,0.4299729984,27.5057587687,85.8199511936,0.1250021294,0.2876602246,0.0713235152,1.640150068,4.3273699686,6.8407391012,10.1736933292,16.8778530494,20.3549578552,21.6283969515,22.2151754391,22.5531386623,23.2722957207,23.6741355354,2.5133691326,3.332954228,5.8463233607,17.301026983,13.5004422062,2.0457385839,12.5504830809,6.796282486
944,66,23,Y,M,F3,222,273,270,y,y,,8,10,4,black,35167,35303,19.4285714286,1,0.6003275344,35.4151603445,85.0470446758,0.1059254549,0.0852068095,0.0841500676,1.3864648336,4.391592393,7.6674251643,10.944349926,17.1372505476,22.0815930497,24.4441892666,25.5411868743,26.6746021046,26.8908369745,28.1023588047,3.2758327713,3.2769247617,6.5527575329,20.0525968736,17.1580088788,3.6581695381,12.7456581546,10.9651082571
960,66,23,Y,F,F3,222,273,270,y,y,,8,10,4,black,35167,35314,21,1,0.1325761294,33.3208502744,93.0097857345,0.2355039506,0.2987270615,0.0567188691,2.4503705208,3.5464515017,6.4279428665,9.5780429672,17.5008779489,22.0872846979,23.638125664,25.6855854897,25.8063695555,26.4129138708,27.6862650872,2.8814913648,3.1501001007,6.0315914654,20.0916741622,18.10822212,4.0481394232,13.9544264471,10.1853871384
1082,67,30,Y,M,F3,223,243,253,n,y,,7,6,5,black,35168,35269,14.4285714286,1,0.4894797242,34.7591375051,90.0070402313,0.1710344618,0.2465976751,0.0957200296,2.2668898892,4.6083847257,8.0173509195,12.9121956457,18.2240800516,20.3786632587,22.4543015262,24.76608474,26.2499480184,28.1502997322,28.667085357,3.4089661938,4.8948447262,8.30381092,17.8459168005,15.7548897112,6.2127838308,13.6156953259,10.4430053054
1083,67,30,Y,M,F3,223,243,243,n,y,,7,7,5,black,35168,35269,14.4285714286,1,1.7487005775,37.010728409,91.7916645407,0.1229393244,0.274867913,0.0806098181,2.2268419521,3.6623330211,7.4694686038,11.689376425,17.5324796497,21.3336682381,22.8637422858,24.9739305701,27.7651019531,30.2544354543,32.4976484955,3.8071355827,4.2199078212,8.0270434039,19.2014092648,20.8082720705,9.6339062097,13.8701466287,14.9651688458
1084,67,30,Y,M,F3,223,243,243,n,y,,7,7,5,black,35168,35272,14.8571428571,1,1.615488822,35.2389384492,87.6833079016,0.1216262879,0.2521156428,0.1200675591,2.332041953,3.3301110211,6.9224686038,9.938376425,14.5184796497,19.7976682381,20.4547422858,22.4819305701,24.1171019531,26.0644354543,26.5096484955,3.5923575827,3.0159078212,6.6082654039,17.1246312648,16.5712720705,6.0549062097,11.1883686287,11.9911688458
1085,67,30,Y,F,F3,223,243,243,n,y,,7,7,5,tan,35168,35307,19.8571428571,1,1.0720433728,32.000308701,83.9891958478,0.1707004922,0.2236177334,0.0882982888,2.1775476471,3.1460821298,6.659986306,9.5500694662,14.761107051,19.9643598863,21.1776786832,22.8443291854,24.0178694041,25.0815123506,27.539554778,3.5139041762,2.8900831602,6.4039873364,18.0315965534,17.9894853118,6.3618760948,11.6150249212,12.778447727
1086,67,30,Y,F,F3,223,243,243,n,y,,7,7,5,tan,35168,35310,20.2857142857,1,2.3188316172,37.3885187412,87.9808392087,0.1693874557,0.2658654632,0.1377560298,2.182747648,3.0783041298,6.750986306,10.2450694662,16.498107051,21.4853598863,22.1586786832,23.8783291854,25.9968694041,26.9065123506,30.276554778,3.6726821762,3.4940831602,7.1667653364,19.0803745534,20.0314853118,8.1178760948,13.4198029212,13.778447727
1088,67,30,Y,M,F3,223,243,243,n,y,,7,7,5,tan,35168,35272,14.8571428571,1,2.005488822,38.1189384492,90.7333079016,0.1716262879,0.2571156428,0.1300675591,2.392041953,3.2812220211,6.8174686038,10.167376425,16.3724796497,21.7686682381,23.6327422858,26.2429305701,26.4291019531,30.8324354543,32.3336484955,3.5362465827,3.3499078212,6.8861544039,20.3515202648,22.1662720705,8.7009062097,13.0912576287,15.9611688458
995,68,26,Y,M,F3,224,277,280,n,y,,11,13,6,tan,35167,35268,14.4285714286,1,0.8297956302,27.6116288395,85.1951770679,0.1417442843,0.2697283998,0.1101948585,1.821475952,3.717503205,6.6847340972,9.7212019377,14.8933123969,19.37440573,19.8722220716,20.3637124082,21.0008183962,22.4295023396,22.6019106411,2.9672308922,3.0364678405,6.0036987327,16.1547188666,12.8807087034,2.7296885696,11.1758091919,7.7085982442
996,68,26,Y,F,F3,224,277,280,n,y,,11,13,6,tan,35167,35268,14.4285714286,1,1.7797956302,38.0816288395,76.8151770679,0.1917442843,0.3197283998,0.0901948585,2.391475952,3.590836205,6.4997340972,9.7232019377,15.0133123969,20.06940573,21.3622220716,22.6867124082,24.6528183962,25.4265023396,25.9619106411,2.9088978922,3.2234678405,6.1323657327,17.7713858666,16.2387087034,4.5996885696,11.4224761919,10.9485982442
997,68,26,Y,F,F3,224,277,280,n,y,,11,13,6,white,35167,35268,14.4285714286,1,0.8538206622,30.9005486218,83.0918924699,0.126137247,0.2933403091,0.1247519429,2.0263149694,3.9201403137,7.1852517994,10.1178949789,15.0799397981,19.1000973782,20.8751584689,21.9951110236,23.7715858472,23.0525792359,23.3588169236,3.2651114857,2.9326431795,6.1977546652,16.9550181552,13.2409219447,2.4836584547,11.1597994844,8.2788771255
998,68,26,Y,M,F3,224,277,280,n,y,,11,13,6,black,35167,35268,14.4285714286,1,0.9797956302,26.8316288395,87.9451770679,0.1317442843,0.2397283998,0.0801948585,1.831475952,3.227503205,6.3397340972,9.0292019377,13.5983123969,17.58940573,19.3522220716,20.8517124082,22.3348183962,23.6225023396,24.5439106411,3.1122308922,2.6894678405,5.8016987327,16.1247188666,15.5147087034,5.1916885696,10.3708091919,10.9455982442
999,68,26,Y,M,F3,224,277,280,n,y,,11,13,6,tan,35167,35305,19.7142857143,1,0.2801839787,20.1762193357,79.495445186,0.0955501684,0.1507837342,0.1235069978,1.175609296,3.596391205,6.2247340972,8.7882019377,13.0833123969,17.10040573,19.1212220716,19.9807124082,20.3228183962,21.0355023396,21.4139106411,2.6283428922,2.5634678405,5.1918107327,15.5248308666,12.6257087034,2.2926885696,9.4869211919,8.3305982442
1013,68,26,Y,F,F3,224,277,277,n,y,,11,11,5,white,35167,35254,12.4285714286,1,0.933170599,28.3901757325,77.9970898233,0.1548494972,0.2790071003,0.0995128681,1.9361180171,4.0563103426,6.819480146,9.9780550728,16.8528672082,20.7071013441,22.274290255,23.2916224475,24.5851229371,25.6740901178,27.6047522827,2.7631698034,3.1585749268,5.9217447302,18.2179799124,17.6266972099,5.3304620277,12.7965568656,10.7518850745
1014,68,26,Y,M,F3,224,277,277,n,y,,11,11,5,black,35167,35265,14,1,0.6973691301,27.6880260977,82.0764000781,0.1756420677,0.2453035337,0.1129675008,1.8503456695,3.7381182339,6.2779624438,8.6573620316,13.709239807,17.2164096959,18.5083538577,20.0112238322,21.1313554861,23.0180132215,23.7378460002,2.5398442099,2.3793995878,4.9192437977,14.7702356238,15.0804839687,5.2294921426,9.9711215731,10.0286061933
1015,68,26,Y,F,F3,224,277,277,n,y,,11,11,5,black,35167,35265,14,1,1.1413941621,34.16694588,81.9531154801,0.1800350303,0.333915443,0.1175245852,2.0751846869,4.0196443426,7.541480146,10.9000550728,17.1738672082,21.0581013441,22.512290255,24.3756224475,25.4541229371,26.8280901178,28.8037522827,3.5218358034,3.3585749268,6.8804107302,18.4926459124,17.9036972099,6.2914620277,13.1542228656,11.6298850745
1016,68,26,Y,M,F3,224,277,277,n,y,,11,11,5,white,35167,35268,14.4285714286,1,0.7541573746,28.3162361379,83.978043439,0.1643290312,0.2525512635,0.0924252418,1.6355456704,4.0625622339,6.5539624438,9.4763620316,14.794239807,19.9794096959,21.7193538577,21.9912238322,22.4183554861,23.8790132215,25.0638460002,2.4914002099,2.9223995878,5.4137997977,17.6567916238,15.5874839687,3.3444921426,10.7316775731,10.2696061933
1017,68,26,Y,M,F3,224,277,277,n,y,,11,11,5,black,35167,35265,14,1,0.9073691301,29.2680260977,82.9664000781,0.1656420677,0.3153035337,0.1029675008,1.7703456695,4.0114512339,6.5879624438,9.8193620316,15.094239807,18.3564096959,19.9083538577,21.1052238322,23.1373554861,24.7060132215,25.5968460002,2.5765112099,3.2313995878,5.8079107977,15.8969026238,15.7774839687,5.6884921426,11.0827885731,10.5026061933
1018,68,26,Y,F,F3,224,277,277,n,y,,11,11,5,black,35167,35270,14.7142857143,1,0.7660412362,31.3772959471,85.975854415,0.1578466362,0.294328326,0.1066208203,1.863851355,3.9407553426,7.571480146,11.2310550728,16.5798672082,18.9841013441,22.046290255,22.2556224475,23.7211229371,26.0000901178,26.5407522827,3.6307248034,3.6595749268,7.2902997302,18.1055349124,15.3096972099,4.4944620277,12.6391118656,9.9608850745
1320,69,65,Y,F,F3,225,104,331,n,y,n,9,6,4,white,35206,35370,23.4285714286,2,4.1225072166,44.238118261,99.1384951402,0.1115479506,0.2729971001,0.0803153519,2.1285880882,3.6834676868,7.4225870886,10.1996554145,16.827053298,22.822528195,25.6615738121,27.4809696366,28.739576774,31.4037578942,31.6196845909,3.7391194018,2.7770683258,6.5161877276,21.9781061253,21.4200291765,5.9581107788,13.1435856112,14.7926312929
1321,69,65,Y,M,F3,225,104,331,n,y,n,9,6,4,white,35206,35292,12.2857142857,2,1.0919878285,30.5257374325,90.2090523541,0.1512939352,0.2409442155,0.1198570009,1.8385490483,3.3080525781,6.6440693864,8.7899623733,14.1384258968,19.9858365467,22.2276374148,24.9115710212,26.4798093231,27.8696809979,30.4137783085,3.3360168083,2.1458929868,5.4819097952,18.9195848366,21.6238159352,8.1861408937,10.8303733187,16.2753524117
1322,69,65,Y,M,F3,225,104,331,n,y,n,9,6,4,white,35206,35293,12.4285714286,2,1.7509172433,39.5818074459,98.5096001411,0.1608562564,0.2250267921,0.1196762479,2.1902823819,3.9290525781,7.8070693864,10.6429623733,15.9224258968,22.1228365467,25.9086374148,28.3345710212,30.4458093231,31.8996809979,34.5987783085,3.8780168083,2.8358929868,6.7139097952,21.9795848366,23.9558159352,8.6901408937,11.9933733187,18.6763524117
1323,69,65,Y,F,F3,225,104,104,n,y,n,9,6,2,black,35206,35292,12.2857142857,2,1.1560128604,36.2046572149,97.7557677561,0.1356868978,0.2945561248,0.1544140853,2.2033880657,4.1024676868,8.0835870886,11.5296554145,16.605053298,21.650528195,25.3995738121,26.8439696366,27.835576774,31.1457578942,32.0016845909,3.9811194018,3.4460683258,7.4271877276,21.2971061253,20.4720291765,6.6021107788,12.5025856112,15.3966312929
1324,69,65,Y,M,F3,225,104,104,n,y,n,9,6,2,black,35206,35292,12.2857142857,2,1.3219878285,38.1257374325,87.9390523541,0.1812939352,0.3209442155,0.1098570009,2.1985490483,4.8170525781,8.9600693864,11.9529623733,18.2404258968,23.4018365467,24.6536374148,26.0485710212,27.6598093231,29.8586809979,32.3767783085,4.1430168083,2.9928929868,7.1359097952,19.8365848366,20.4238159352,7.7231408937,13.4233733187,14.1363524117
1325,69,65,Y,F,F3,225,104,104,n,y,n,9,6,2,black,35206,35292,12.2857142857,2,0.6460128604,32.7346572149,95.5757677561,0.1556868978,0.2745561248,0.1244140853,1.8333880657,3.5464676868,7.3705870886,10.4896554145,15.896053298,21.112528195,22.7075738121,24.8559696366,26.359576774,29.1997578942,29.6176845909,3.8241194018,3.1190683258,6.9431877276,19.1611061253,19.1280291765,6.9101107788,12.3495856112,13.7216312929
1326,69,65,Y,F,F3,225,104,104,n,y,n,9,6,2,white,35206,35292,12.2857142857,2,1.4360128604,37.4046572149,93.7457677561,0.1456868978,0.2795561248,0.1144140853,1.9733880657,4.3524676868,8.3305870886,12.4236554145,18.705053298,23.793528195,27.1695738121,28.3509696366,29.771576774,30.8247578942,32.1886845909,3.9781194018,4.0930683258,8.0711877276,22.8171061253,19.7650291765,5.0191107788,14.3525856112,13.4836312929
1327,69,65,Y,F,F3,225,104,104,n,y,n,9,6,2,white,35206,35292,12.2857142857,2,1.3160128604,36.9746572149,97.7357677561,0.1656868978,0.3045561248,0.1644140853,2.3633880657,4.2394676868,7.9855870886,11.2046554145,15.755053298,21.310528195,23.9835738121,25.2069696366,26.828576774,28.8007578942,29.8046845909,3.7461194018,3.2190683258,6.9651877276,19.7441061253,18.6000291765,5.8211107788,11.5155856112,14.0496312929
1328,69,65,Y,M,F3,225,104,104,n,y,n,9,6,2,white,35206,35292,12.2857142857,2,1.6660128604,45.5446572149,96.8657677561,0.1656868978,0.4445561248,0.1044140853,2.2433880657,4.0644676868,7.5165870886,10.8036554145,17.578053298,25.418528195,28.1745738121,30.7119696366,31.679576774,32.0007578942,33.1166845909,3.4521194018,3.2870683258,6.7391877276,24.1101061253,22.3130291765,4.9421107788,13.5135856112,15.5386312929
957,70,25,Y,M,F3,227,276,271,n,y,,9,10,3,black,35167,35307,20,1,0.6360451937,30.9194403981,93.2092358237,0.2241747397,0.2765371159,0.0534270557,1.7733981681,4.594925393,8.2034251643,12.539349926,18.7662505476,21.6015930497,23.0051892666,24.5071868743,25.0646021046,26.5538369745,27.2383588047,3.6084997713,4.3359247617,7.9444245329,18.4102638736,14.6990088788,4.2331695381,14.1713251546,8.4721082571
958,70,25,Y,F,F3,227,276,271,n,y,,9,10,3,black,35167,35269,14.5714285714,1,1.0507524624,37.2976996709,101.9451353206,0.2051994971,0.3250111142,0.1448527538,2.5723705078,4.3942305017,8.0039428665,11.9190429672,18.5888779489,22.2742846979,23.938125664,26.1975854897,26.0383695555,30.1669138708,31.2692650872,3.6097123648,3.9151001007,7.5248124654,19.5438951622,19.35022212,7.3311394232,14.1946474471,12.6803871384
959,70,25,Y,F,F3,227,276,271,n,y,,9,10,3,black,35167,35279,16,1,0.5200466106,31.238399805,91.1706131904,0.190822709,0.2808368803,0.0730452238,1.909703844,4.4720075017,7.5639428665,11.0510429672,15.8028779489,20.0002846979,21.867125664,23.3995854897,23.8483695555,25.4589138708,25.5202650872,3.0919353648,3.4871001007,6.5790354654,17.3951181622,14.46922212,3.6531394232,11.3308704471,9.7173871384
961,70,25,Y,F,F3,227,276,271,n,y,,9,10,3,black,35167,35268,14.4285714286,1,0.7718230476,31.6716296574,97.5545875336,0.1856371759,0.2409285376,0.0950335067,1.8006371742,4.6197855017,8.2439428665,11.9410429672,15.1988779489,17.9472846979,23.092125664,23.0075854897,25.1293695555,26.4139138708,25.9552650872,3.6241573648,3.6971001007,7.3212574654,18.4723401622,14.01422212,2.8631394232,10.5790924471,10.7563871384
968,70,25,Y,M,F3,227,276,276,n,y,,9,9,7,black,35167,35307,20,1,0.6502118244,27.8436650865,89.9556401655,0.1335720923,0.2589109821,0.0656803965,1.6348954636,4.1709537354,6.5583362668,10.083906966,15.1366058618,19.1921026204,19.9773030793,21.241571702,22.8845741069,23.6159009048,24.5363021241,2.3873825314,3.5255706993,5.9129532307,15.8063493439,14.4523951581,4.5589990448,10.9656521264,9.3996962624
970,70,25,Y,M,F3,227,276,276,n,y,,9,9,7,black,35167,35263,13.7142857143,1,1.3273175721,35.0565844964,98.7615375385,0.17282996,0.3192776114,0.1036335281,2.0686287842,4.8609537354,7.0143362668,11.464906966,16.5376058618,20.5561026204,22.0813030793,23.725571702,23.9135741069,26.2819009048,27.0773021241,2.1533825314,4.4505706993,6.6039532307,17.2203493439,15.6123951581,4.9959990448,11.6766521264,10.5396962624
971,70,25,Y,M,F3,227,276,276,n,y,,9,9,7,black,35167,35298,18.7142857143,1,0.379847091,27.5790349658,99.8407100827,0.1475112016,0.2521677926,0.0773071734,1.699295461,4.4120647354,7.2203362668,11.100906966,16.7986058618,19.7201026204,21.7473030793,23.455571702,24.2315741069,25.9109009048,27.0543021241,2.8082715314,3.8805706993,6.6888422307,17.3352383439,15.9533951581,5.3069990448,12.3865411264,10.2556962624
972,70,25,Y,F,F3,227,276,276,n,y,,9,9,7,black,35167,35268,14.4285714286,1,0.7059896782,36.0558543458,97.8609918754,0.1950345285,0.3433024038,0.0972868476,2.6421344697,4.1991468441,7.329853969,11.1076000072,16.167233263,20.1417942686,22.0092394767,23.8299703173,24.0733415579,24.604977801,25.9552084066,3.1307071249,3.7777460383,6.9084531631,17.8100926326,14.8476083993,3.9459689299,11.9680864189,9.7879751436
