163,0,-99819,-99820,2
165,1,-99817,-99818,2
166,1,-99815,-99816,2
167,0,-99813,-99814,2
168,0,-99811,-99812,2
169,1,-99809,-99810,2
170,1,-99807,-99808,2
171,1,-99805,-99806,2
172,0,-99803,-99804,2
173,0,-99801,-99802,2
174,0,-99799,-99800,2
175,0,-99797,-99798,2
176,0,-99795,-99796,2
177,1,-99793,-99794,2
178,0,-99791,-99792,2
179,0,-99789,-99790,2
180,0,-99787,-99788,2
181,0,-99785,-99786,2
182,0,-99783,-99784,2
183,1,-99781,-99782,2
184,0,-99779,-99780,2
185,1,-99777,-99778,2
186,1,-99775,-99776,2
187,0,-99773,-99774,2
188,1,-99771,-99772,2
189,0,-99769,-99770,2
190,0,-99767,-99768,2
191,0,-99765,-99766,2
192,0,-99763,-99764,2
193,0,-99761,-99762,2
194,1,-99759,-99760,2
195,1,-99757,-99758,2
196,1,-99755,-99756,2
197,1,-99753,-99754,2
198,0,-99751,-99752,2
199,0,-99749,-99750,2
200,1,-99747,-99748,2
201,0,-99745,-99746,2
202,0,-99743,-99744,2
203,0,-99741,-99742,2
204,1,-99739,-99740,2
205,1,-99737,-99738,2
206,1,-99735,-99736,2
207,0,-99733,-99734,2
208,0,-99731,-99732,2
209,0,-99729,-99730,2
210,1,-99727,-99728,2
211,1,-99725,-99726,2
212,0,-99723,-99724,2
213,0,-99721,-99722,2
214,1,-99719,-99720,2
215,0,-99717,-99718,2
216,0,-99715,-99716,2
217,1,-99713,-99714,2
218,1,-99711,-99712,2
219,0,-99709,-99710,2
220,1,-99707,-99708,2
221,0,-99705,-99706,2
222,1,-99703,-99704,2
223,1,-99701,-99702,2
224,1,-99699,-99700,2
225,1,-99697,-99698,2
226,0,-99695,-99696,2
227,1,-99693,-99694,2
228,0,-99691,-99692,2
229,1,-99689,-99690,2
230,1,-99687,-99688,2
231,1,-99685,-99686,2
232,1,-99683,-99684,2
233,0,-99681,-99682,2
235,0,-99679,-99680,2
236,0,-99677,-99678,2
237,0,-99675,-99676,2
238,1,-99673,-99674,2
239,1,-99671,-99672,2
240,0,-99669,-99670,2
242,0,-99667,-99668,2
243,0,-99665,-99666,2
245,1,-99663,-99664,2
246,1,-99661,-99662,2
247,1,-99659,-99660,2
248,0,-99657,-99658,2
249,0,-99655,-99656,2
250,1,-99653,-99654,2
251,1,-99651,-99652,2
252,1,-99649,-99650,2
253,0,-99647,-99648,2
254,1,-99645,-99646,2
255,1,-99643,-99644,2
256,0,-99641,-99642,2
257,1,-99639,-99640,2
258,0,-99637,-99638,2
259,1,-99635,-99636,2
260,0,-99633,-99634,2
261,1,-99631,-99632,2
262,1,-99629,-99630,2
263,1,-99627,-99628,2
264,1,-99625,-99626,2
265,1,-99623,-99624,2
266,0,-99621,-99622,2
267,0,-99619,-99620,2
268,1,-99617,-99618,2
269,0,-99615,-99616,2
270,0,-99613,-99614,2
271,0,-99611,-99612,2
272,0,-99609,-99610,2
273,0,-99607,-99608,2
274,1,-99605,-99606,2
275,0,-99603,-99604,2
276,0,-99601,-99602,2
277,0,-99599,-99600,2
278,0,-99597,-99598,2
279,1,-99595,-99596,2
280,0,-99593,-99594,2
281,0,-99591,-99592,2
282,0,-99589,-99590,2
283,0,-99587,-99588,2
284,0,-99585,-99586,2
285,0,-99583,-99584,2
286,0,-99581,-99582,2
287,0,-99579,-99580,2
288,0,-99577,-99578,2
289,0,-99575,-99576,2
290,0,-99573,-99574,2
291,0,-99571,-99572,2
292,0,-99569,-99570,2
293,1,-99567,-99568,2
294,1,-99565,-99566,2
295,1,-99563,-99564,2
296,0,-99561,-99562,2
297,1,-99559,-99560,2
298,1,-99557,-99558,2
299,0,-99555,-99556,2
300,0,-99553,-99554,2
301,1,-99551,-99552,2
302,0,-99549,-99550,2
303,0,-99547,-99548,2
305,0,-99545,-99546,2
306,1,-99543,-99544,2
307,0,-99541,-99542,2
308,1,-99539,-99540,2
309,0,-99537,-99538,2
310,0,-99535,-99536,2
311,0,-99533,-99534,2
312,1,-99531,-99532,2
313,0,-99529,-99530,2
314,0,-99527,-99528,2
315,0,-99525,-99526,2
316,0,-99523,-99524,2
317,1,-99521,-99522,2
318,0,-99519,-99520,2
319,1,-99517,-99518,2
320,0,-99515,-99516,2
321,1,-99513,-99514,2
322,0,-99511,-99512,2
323,1,-99509,-99510,2
324,0,-99507,-99508,2
325,0,-99505,-99506,2
326,1,-99503,-99504,2
327,0,-99501,-99502,2
328,0,-99499,-99500,2
329,0,-99497,-99498,2
330,0,-99495,-99496,2
331,0,-99493,-99494,2
332,0,-99491,-99492,2
333,1,-99489,-99490,2
334,0,-99487,-99488,2
335,1,-99485,-99486,2
336,1,-99483,-99484,2
337,0,-99481,-99482,2
338,0,-99479,-99480,2
339,0,-99477,-99478,2
340,0,-99475,-99476,2
341,0,-99473,-99474,2
342,1,-99471,-99472,2
343,1,-99469,-99470,2
344,1,-99467,-99468,2
345,0,-99465,-99466,2
346,0,-99463,-99464,2
347,0,-99461,-99462,2
348,1,-99459,-99460,2
349,1,-99457,-99458,2
350,1,-99455,-99456,2
351,0,-99453,-99454,2
352,1,-99451,-99452,2
353,1,-99449,-99450,2
354,0,-99447,-99448,2
355,1,-99445,-99446,2
356,0,-99443,-99444,2
357,0,-99441,-99442,2
358,1,-99439,-99440,2
359,1,-99437,-99438,2
360,0,-99435,-99436,2
361,0,-99433,-99434,2
362,1,-99431,-99432,2
363,1,-99429,-99430,2
364,0,-99427,-99428,2
365,1,-99425,-99426,2
366,0,-99423,-99424,2
367,1,-99421,-99422,2
368,1,-99419,-99420,2
369,1,-99417,-99418,2
370,1,-99415,-99416,2
371,1,-99413,-99414,2
372,0,-99411,-99412,2
373,1,-99409,-99410,2
374,0,-99407,-99408,2
375,1,-99405,-99406,2
376,1,-99403,-99404,2
377,1,-99401,-99402,2
378,1,-99399,-99400,2
379,0,-99397,-99398,2
380,1,-99395,-99396,2
382,0,-99393,-99394,2
383,1,-99391,-99392,2
384,0,-99389,-99390,2
385,0,-99387,-99388,2
386,0,-99385,-99386,2
387,1,-99383,-99384,2
388,1,-99381,-99382,2
389,0,-99379,-99380,2
390,1,-99377,-99378,2
391,1,-99375,-99376,2
392,1,-99373,-99374,2
393,1,-99371,-99372,2
394,1,-99369,-99370,2
395,1,-99367,-99368,2
396,0,-99365,-99366,2
397,0,-99363,-99364,2
398,0,-99361,-99362,2
399,1,-99359,-99360,2
400,1,-99357,-99358,2
401,0,-99355,-99356,2
402,1,-99353,-99354,2
403,1,-99351,-99352,2
404,0,-99349,-99350,2
405,1,-99347,-99348,2
406,1,-99345,-99346,2
407,0,-99343,-99344,2
408,0,-99341,-99342,2
409,0,-99339,-99340,2
410,0,-99337,-99338,2
411,0,-99335,-99336,2
412,0,-99333,-99334,2
413,1,-99331,-99332,2
414,1,-99329,-99330,2
415,1,-99327,-99328,2
416,1,-99325,-99326,2
417,0,-99323,-99324,2
418,0,-99321,-99322,2
419,0,-99319,-99320,2
420,0,-99317,-99318,2
421,0,-99315,-99316,2
422,1,-99313,-99314,2
423,0,-99311,-99312,2
424,1,-99309,-99310,2
425,0,-99307,-99308,2
426,1,-99305,-99306,2
427,0,-99303,-99304,2
428,0,-99301,-99302,2
429,1,-99299,-99300,2
430,0,-99297,-99298,2
431,1,-99295,-99296,2
432,0,-99293,-99294,2
433,0,-99291,-99292,2
434,1,-99289,-99290,2
435,1,-99287,-99288,2
436,1,-99285,-99286,2
437,1,-99283,-99284,2
438,1,-99281,-99282,2
439,1,-99279,-99280,2
440,1,-99277,-99278,2
441,0,-99275,-99276,2
442,1,-99273,-99274,2
443,1,-99271,-99272,2
444,0,-99269,-99270,2
445,1,-99267,-99268,2
446,1,-99265,-99266,2
447,1,-99263,-99264,2
448,1,-99261,-99262,2
449,1,-99259,-99260,2
450,1,-99257,-99258,2
451,1,-99255,-99256,2
452,1,-99253,-99254,2
453,0,-99251,-99252,2
454,0,-99249,-99250,2
455,1,-99247,-99248,2
456,0,-99245,-99246,2
457,0,-99243,-99244,2
458,1,-99241,-99242,2
459,0,-99239,-99240,2
460,0,-99237,-99238,2
461,1,-99235,-99236,2
462,0,-99233,-99234,2
463,0,-99231,-99232,2
464,0,-99229,-99230,2
465,1,-99227,-99228,2
466,0,-99225,-99226,2
467,1,-99223,-99224,2
468,0,-99221,-99222,2
469,1,-99219,-99220,2
470,0,-99217,-99218,2
471,1,-99215,-99216,2
472,1,-99213,-99214,2
473,1,-99211,-99212,2
474,0,-99209,-99210,2
475,1,-99207,-99208,2
476,1,-99205,-99206,2
478,1,-99203,-99204,2
479,0,-99201,-99202,2
480,1,-99199,-99200,2
481,0,-99197,-99198,2
482,0,-99195,-99196,2
483,1,-99193,-99194,2
484,1,-99191,-99192,2
485,1,-99189,-99190,2
486,1,-99187,-99188,2
487,0,-99185,-99186,2
488,1,-99183,-99184,2
489,1,-99181,-99182,2
490,1,-99179,-99180,2
491,0,-99177,-99178,2
860,0,-99175,-99176,2
861,0,-99173,-99174,2
862,1,-99171,-99172,2
863,1,-99169,-99170,2
864,1,-99167,-99168,2
865,0,-99165,-99166,2
866,1,-99163,-99164,2
867,0,-99161,-99162,2
868,1,-99159,-99160,2
871,1,-99157,-99158,2
1037,1,-99155,-99156,2
1038,1,-99153,-99154,2
1039,0,-99151,-99152,2
1040,1,-99149,-99150,2
1041,1,-99147,-99148,2
1042,1,-99145,-99146,2
1043,1,-99143,-99144,2
1044,1,-99141,-99142,2
1045,0,-99139,-99140,2
1046,1,-99137,-99138,2
1047,1,-99135,-99136,2
1141,0,-99133,-99134,2
1142,0,-99131,-99132,2
1143,1,-99129,-99130,2
1144,0,-99127,-99128,2
1145,1,-99125,-99126,2
1146,1,-99123,-99124,2
1147,1,-99121,-99122,2
1148,1,-99119,-99120,2
1149,1,-99117,-99118,2
1150,0,-99115,-99116,2
1151,1,-99113,-99114,2
1152,1,-99111,-99112,2
1153,1,-99109,-99110,2
1154,0,-99107,-99108,2
1164,0,-99105,-99106,2
1165,1,-99103,-99104,2
1166,1,-99101,-99102,2
1167,1,-99099,-99100,2
1168,1,-99097,-99098,2
1169,1,-99095,-99096,2
1171,0,-99093,-99094,2
1172,1,-99091,-99092,2
1173,0,-99089,-99090,2
1174,1,-99087,-99088,2
1175,0,-99085,-99086,2
1176,0,-99083,-99084,2
1177,1,-99081,-99082,2
1178,1,-99079,-99080,2
1179,0,-99077,-99078,2
1180,1,-99075,-99076,2
1181,0,-99073,-99074,2
1182,1,-99071,-99072,2
1183,0,-99069,-99070,2
1184,0,-99067,-99068,2
1185,1,-99065,-99066,2
1186,0,-99063,-99064,2
1187,1,-99061,-99062,2
1188,1,-99059,-99060,2
1189,0,-99057,-99058,2
1190,0,-99055,-99056,2
1191,1,-99053,-99054,2
1192,1,-99051,-99052,2
1193,0,-99049,-99050,2
1194,1,-99047,-99048,2
1295,1,-99045,-99046,2
1296,0,-99043,-99044,2
1297,1,-99041,-99042,2
1298,0,-99039,-99040,2
1299,0,-99037,-99038,2
1300,0,-99035,-99036,2
1301,0,-99033,-99034,2
1302,1,-99031,-99032,2
1437,0,-99029,-99030,2
1438,0,-99027,-99028,2
1439,0,-99025,-99026,2
1440,1,-99023,-99024,2
1441,1,-99021,-99022,2
1442,0,-99019,-99020,2
1443,1,-99017,-99018,2
1445,1,-99015,-99016,2
1446,1,-99013,-99014,2
1447,0,-99011,-99012,2
1448,1,-99009,-99010,2
1449,0,-99007,-99008,2
1451,1,-99005,-99006,2
1452,1,-99003,-99004,2
1453,0,-99001,-99002,2
1454,1,-98999,-99000,2
1455,0,-98997,-98998,2
1456,0,-98995,-98996,2
1457,1,-98993,-98994,2
1458,0,-98991,-98992,2
640,1,55,179,3
641,0,55,179,3
642,1,55,179,3
647,0,55,179,3
649,0,55,179,3
650,1,55,179,3
652,1,55,179,3
653,1,55,179,3
655,1,55,179,3
660,1,55,179,3
664,0,56,182,3
665,1,56,182,3
666,0,56,182,3
667,1,56,182,3
668,0,56,182,3
671,0,56,182,3
673,1,56,182,3
675,1,56,182,3
676,1,56,182,3
677,1,56,182,3
678,1,56,182,3
643,1,57,180,3
644,0,57,180,3
645,0,57,180,3
646,0,57,180,3
648,0,57,180,3
651,0,57,180,3
654,1,57,180,3
656,1,57,180,3
657,0,57,180,3
658,0,57,180,3
659,0,57,180,3
574,0,62,181,3
576,1,62,181,3
577,0,62,181,3
582,1,62,181,3
586,1,62,181,3
587,0,62,181,3
822,0,62,181,3
832,1,62,181,3
590,1,71,153,3
592,0,71,153,3
595,0,71,153,3
596,1,71,153,3
821,0,71,153,3
824,0,71,153,3
825,0,71,153,3
588,1,72,156,3
589,0,72,156,3
591,0,72,156,3
593,1,72,156,3
594,0,72,156,3
820,1,72,156,3
823,1,72,156,3
826,0,72,156,3
827,0,72,156,3
699,0,73,101,3
700,1,73,101,3
702,1,73,101,3
705,0,73,101,3
706,1,73,101,3
833,1,74,199,3
834,1,74,199,3
835,1,74,199,3
836,0,74,199,3
841,0,74,199,3
843,1,74,199,3
844,0,74,199,3
847,1,74,199,3
849,1,74,199,3
851,0,74,199,3
492,0,82,173,3
493,0,82,173,3
496,0,82,173,3
499,0,82,173,3
500,0,82,173,3
501,1,82,173,3
502,1,82,173,3
506,0,82,173,3
508,0,83,102,3
509,1,83,102,3
512,1,83,102,3
514,0,83,102,3
518,0,83,102,3
520,1,83,102,3
521,0,83,102,3
522,0,83,102,3
523,0,83,102,3
524,0,83,102,3
661,1,84,198,3
662,1,84,198,3
663,1,84,198,3
669,1,84,198,3
670,0,84,198,3
672,1,84,198,3
674,0,84,198,3
494,0,85,114,3
495,1,85,114,3
497,1,85,114,3
498,1,85,114,3
503,0,85,114,3
504,1,85,114,3
505,0,85,114,3
550,1,86,117,3
551,0,86,117,3
552,1,86,117,3
553,0,86,117,3
554,0,86,117,3
806,1,86,117,3
807,1,86,117,3
808,0,86,117,3
812,1,87,132,3
813,0,87,132,3
814,0,87,132,3
818,0,87,132,3
819,0,87,132,3
708,1,93,176,3
709,0,93,176,3
712,1,93,176,3
713,1,93,176,3
715,0,93,176,3
717,1,93,176,3
721,1,93,176,3
722,0,93,176,3
724,1,93,176,3
707,1,98,111,3
710,0,98,111,3
711,0,98,111,3
714,0,98,111,3
716,0,98,111,3
718,1,98,111,3
719,0,98,111,3
720,0,98,111,3
723,0,98,111,3
725,0,98,111,3
540,1,100,116,3
541,1,100,116,3
542,0,100,116,3
543,1,100,116,3
544,0,100,116,3
545,1,100,116,3
546,0,100,116,3
547,0,100,116,3
548,0,100,116,3
549,1,100,116,3
555,0,107,137,3
556,1,107,137,3
557,1,107,137,3
558,1,107,137,3
559,0,107,137,3
560,1,107,137,3
561,0,107,137,3
562,1,107,137,3
563,1,107,137,3
1477,1,108,203,3
1478,1,108,203,3
1526,1,115,236,3
1527,0,115,236,3
1528,1,115,236,3
1529,0,115,236,3
1552,0,115,236,3
1554,0,115,236,3
1555,0,115,236,3
1479,1,118,213,3
1480,1,118,213,3
1481,0,118,213,3
1494,1,118,213,3
1495,0,118,213,3
1496,0,118,213,3
619,0,120,129,3
620,0,120,129,3
622,0,120,129,3
624,1,120,129,3
626,1,120,129,3
630,1,120,129,3
631,1,120,129,3
632,0,120,129,3
634,0,120,129,3
635,1,120,129,3
636,1,120,129,3
638,0,120,129,3
639,0,120,129,3
1402,0,120,162,3
1403,0,120,162,3
1416,0,120,162,3
1417,1,120,162,3
1418,1,120,162,3
1419,0,120,162,3
507,0,122,103,3
510,0,122,103,3
511,0,122,103,3
513,0,122,103,3
515,0,122,103,3
516,0,122,103,3
517,1,122,103,3
519,1,122,103,3
853,0,123,191,3
854,1,123,191,3
855,0,123,191,3
856,0,123,191,3
857,0,123,191,3
858,1,123,191,3
859,1,123,191,3
692,1,125,128,3
693,1,125,128,3
694,0,125,128,3
695,1,125,128,3
739,1,126,172,3
741,0,126,172,3
742,0,126,172,3
743,0,126,172,3
745,0,126,172,3
748,1,126,172,3
750,0,126,172,3
752,0,126,172,3
753,0,126,172,3
754,1,126,172,3
757,1,126,172,3
679,0,127,141,3
680,1,127,141,3
683,1,127,141,3
685,0,127,141,3
686,1,127,141,3
687,1,127,141,3
1231,1,131,309,3
1232,0,131,309,3
1233,0,131,309,3
1234,0,131,309,3
1235,0,131,309,3
1236,1,131,309,3
1237,0,131,309,3
1238,1,131,309,3
1239,0,131,309,3
1240,1,131,309,3
1241,0,131,309,3
869,0,136,258,3
870,0,136,258,3
874,1,136,258,3
876,1,136,258,3
878,0,136,258,3
880,1,136,258,3
881,1,136,258,3
883,1,136,258,3
1368,0,136,67,3
1369,1,136,67,3
1370,0,136,67,3
1371,1,136,67,3
1380,0,136,67,3
1381,1,136,67,3
1382,0,136,67,3
1383,1,136,67,3
575,1,140,112,3
578,1,140,112,3
579,0,140,112,3
580,1,140,112,3
581,0,140,112,3
583,0,140,112,3
584,0,140,112,3
585,0,140,112,3
828,1,140,112,3
829,1,140,112,3
830,1,140,112,3
831,1,140,112,3
597,0,143,63,3
598,1,143,63,3
602,1,143,63,3
605,0,143,63,3
606,0,143,63,3
607,1,143,63,3
608,1,143,63,3
609,0,143,63,3
610,0,143,63,3
611,0,143,63,3
613,0,143,63,3
618,1,143,63,3
1216,1,143,130,3
1217,1,143,130,3
1218,1,143,130,3
1219,0,143,130,3
1220,0,143,130,3
1221,0,143,130,3
837,0,144,64,3
838,0,144,64,3
839,1,144,64,3
840,1,144,64,3
842,0,144,64,3
845,1,144,64,3
846,1,144,64,3
848,1,144,64,3
850,0,144,64,3
852,0,144,64,3
621,0,145,58,3
623,0,145,58,3
625,0,145,58,3
627,0,145,58,3
628,1,145,58,3
629,0,145,58,3
633,1,145,58,3
637,1,145,58,3
599,0,146,148,3
600,1,146,148,3
601,0,146,148,3
603,0,146,148,3
604,1,146,148,3
612,0,146,148,3
614,1,146,148,3
615,0,146,148,3
616,1,146,148,3
617,0,146,148,3
681,1,154,113,3
682,1,154,113,3
684,0,154,113,3
688,1,154,113,3
689,1,154,113,3
690,0,154,113,3
691,1,154,113,3
1505,1,159,70,3
1506,1,159,70,3
1517,1,159,70,3
1518,0,159,70,3
1519,1,159,70,3
977,1,160,219,3
979,1,160,219,3
981,1,160,219,3
982,1,160,219,3
984,0,160,219,3
986,0,160,219,3
987,0,160,219,3
990,0,160,219,3
992,1,160,219,3
1372,1,160,168,3
1373,1,160,168,3
1374,0,160,168,3
1375,0,160,168,3
1376,0,160,168,3
1377,0,160,168,3
1378,1,160,168,3
1379,1,160,168,3
565,0,161,65,3
567,1,161,65,3
569,0,161,65,3
570,0,161,65,3
572,0,161,65,3
794,1,161,65,3
796,0,161,65,3
798,0,161,65,3
799,0,161,65,3
800,0,161,65,3
696,1,165,202,3
697,1,165,202,3
698,1,165,202,3
701,1,165,202,3
703,1,165,202,3
704,1,165,202,3
1133,1,165,135,3
1139,0,165,135,3
1140,1,165,135,3
1485,1,165,190,3
1486,0,165,190,3
1487,0,165,190,3
1488,1,165,190,3
1489,1,165,190,3
1490,1,165,190,3
1491,0,165,190,3
1492,0,165,190,3
1493,1,165,190,3
1502,1,165,190,3
1503,1,165,190,3
1504,0,165,190,3
763,1,166,61,3
764,0,166,61,3
766,0,166,61,3
771,0,166,61,3
772,0,166,61,3
776,1,166,61,3
778,0,166,61,3
779,0,166,61,3
780,1,166,61,3
566,1,170,152,3
571,1,170,152,3
573,0,170,152,3
793,1,170,152,3
795,0,170,152,3
797,1,170,152,3
801,1,170,152,3
802,0,170,152,3
803,1,170,152,3
3311,1,170,152,3
1111,1,183,226,3
1112,1,183,226,3
1113,0,183,226,3
1114,1,183,226,3
1115,0,183,226,3
1128,0,183,226,3
1129,1,183,226,3
1130,0,183,226,3
1131,1,183,226,3
1132,1,183,226,3
765,1,185,138,3
767,0,185,138,3
768,1,185,138,3
769,1,185,138,3
770,1,185,138,3
773,1,185,138,3
774,0,185,138,3
777,0,185,138,3
781,1,185,138,3
782,1,185,138,3
784,1,185,138,3
809,0,186,167,3
810,1,186,167,3
811,1,186,167,3
815,0,186,167,3
816,0,186,167,3
817,0,186,167,3
526,1,194,91,3
527,0,194,91,3
528,0,194,91,3
529,1,194,91,3
531,0,194,91,3
533,1,194,91,3
534,1,194,91,3
536,0,194,91,3
537,1,194,91,3
538,0,194,91,3
759,0,195,178,3
760,1,195,178,3
761,1,195,178,3
762,1,195,178,3
727,0,196,124,3
730,0,196,124,3
731,1,196,124,3
735,1,196,124,3
736,1,196,124,3
737,1,196,124,3
1134,1,197,249,3
1135,1,197,249,3
1136,1,197,249,3
1137,1,197,249,3
1138,0,197,249,3
1000,1,200,280,3
1001,0,200,280,3
1002,0,200,280,3
1003,1,200,280,3
1004,0,200,280,3
1005,0,200,280,3
1006,0,200,280,3
1007,0,200,280,3
1008,0,200,280,3
1009,0,200,280,3
1010,1,200,280,3
1011,1,200,280,3
1012,0,200,280,3
726,0,204,121,3
729,1,204,121,3
732,1,204,121,3
733,0,204,121,3
734,1,204,121,3
738,1,204,121,3
525,1,205,60,3
530,1,205,60,3
532,1,205,60,3
535,0,205,60,3
539,1,205,60,3
740,1,206,189,3
744,1,206,189,3
746,0,206,189,3
747,1,206,189,3
749,1,206,189,3
751,0,206,189,3
755,1,206,189,3
756,1,206,189,3
758,1,206,189,3
886,0,210,266,3
887,0,210,266,3
888,0,210,266,3
889,1,210,266,3
890,1,210,266,3
872,1,211,221,3
873,0,211,221,3
875,0,211,221,3
877,0,211,221,3
879,0,211,221,3
882,0,211,221,3
885,0,211,221,3
1094,0,217,228,3
1095,1,217,228,3
1096,0,217,228,3
1097,1,217,228,3
1098,0,217,228,3
1099,1,217,228,3
1100,1,217,228,3
1101,1,217,228,3
1102,1,217,228,3
950,0,218,282,3
951,1,218,282,3
952,1,218,282,3
953,0,218,282,3
954,0,218,282,3
1019,1,220,267,3
1020,1,220,267,3
1021,0,220,267,3
1028,1,220,267,3
1032,0,220,267,3
1033,1,220,267,3
1034,1,220,267,3
929,1,222,273,3
930,0,222,273,3
933,1,222,273,3
934,0,222,273,3
935,0,222,273,3
936,1,222,273,3
944,1,222,273,3
960,0,222,273,3
1482,1,222,97,3
1483,1,222,97,3
1484,0,222,97,3
1497,0,222,97,3
1498,1,222,97,3
1499,1,222,97,3
1500,1,222,97,3
1501,1,222,97,3
1082,1,223,243,3
1083,1,223,243,3
1084,1,223,243,3
1085,0,223,243,3
1086,0,223,243,3
1088,1,223,243,3
995,1,224,277,3
996,0,224,277,3
997,0,224,277,3
998,1,224,277,3
999,1,224,277,3
1013,0,224,277,3
1014,1,224,277,3
1015,0,224,277,3
1016,1,224,277,3
1017,1,224,277,3
1018,0,224,277,3
1320,0,225,104,3
1321,1,225,104,3
1322,1,225,104,3
1323,0,225,104,3
1324,1,225,104,3
1325,0,225,104,3
1326,0,225,104,3
1327,0,225,104,3
1328,1,225,104,3
957,1,227,276,3
958,0,227,276,3
959,0,227,276,3
961,0,227,276,3
968,1,227,276,3
970,1,227,276,3
971,1,227,276,3
972,0,227,276,3
975,1,227,276,3
1109,1,229,207,3
1346,0,229,187,3
1347,0,229,187,3
1348,0,229,187,3
1349,0,229,187,3
1350,1,229,187,3
1351,1,229,187,3
1363,1,229,187,3
1364,0,229,187,3
1365,1,229,187,3
1366,0,229,187,3
1367,0,229,187,3
1155,0,230,275,3
1156,0,230,275,3
1157,1,230,275,3
1158,1,230,275,3
1159,1,230,275,3
1160,1,230,275,3
1161,1,230,275,3
1162,0,230,275,3
1163,1,230,275,3
1067,0,231,208,3
1068,0,231,208,3
1069,0,231,208,3
1070,0,231,208,3
1071,1,231,208,3
1072,1,231,208,3
1090,0,232,216,3
1091,1,232,216,3
1092,1,232,216,3
1093,1,232,216,3
1103,1,232,216,3
1104,1,232,216,3
1105,1,232,216,3
1106,1,232,216,3
1052,0,238,269,3
1053,1,238,269,3
1054,0,238,269,3
1055,0,238,269,3
1056,1,238,269,3
1057,0,238,269,3
1058,1,238,269,3
1059,1,238,269,3
1035,0,239,260,3
1036,1,239,260,3
1048,1,245,233,3
1049,1,245,233,3
1050,1,245,233,3
1051,0,245,233,3
1060,1,245,233,3
1061,0,245,233,3
1062,0,245,233,3
1063,1,245,233,3
894,0,246,212,3
895,1,246,212,3
896,1,246,212,3
900,1,246,212,3
902,0,246,212,3
903,1,246,212,3
905,1,246,212,3
1064,1,250,215,3
1065,0,250,215,3
1066,1,250,215,3
1073,0,250,215,3
1074,0,250,215,3
1075,1,250,215,3
1076,0,250,215,3
948,0,251,272,3
949,0,251,272,3
955,1,251,272,3
956,1,251,272,3
924,1,252,235,3
925,0,252,235,3
926,0,252,235,3
927,1,252,235,3
928,1,252,235,3
931,0,257,270,3
932,1,257,270,3
937,1,257,270,3
939,1,257,270,3
940,0,257,270,3
941,1,257,270,3
942,0,257,270,3
943,1,257,270,3
945,0,257,270,3
946,0,257,270,3
1022,1,259,256,3
1023,0,259,256,3
1024,1,259,256,3
1025,1,259,256,3
1027,1,259,256,3
1029,1,259,256,3
1030,0,259,256,3
1031,1,259,256,3
1329,0,259,66,3
1330,0,259,66,3
1331,1,259,66,3
1332,0,259,66,3
1342,1,259,66,3
1343,1,259,66,3
1344,1,259,66,3
1345,0,259,66,3
909,1,261,281,3
911,0,261,281,3
917,1,261,281,3
